violation_id,user_id,phone,notification_id,event_type,channel,dnd_category,message_classification,detected_at,root_cause,provider,resolved,resolution
VIO-00421,user-7896,+919056405710,ntf-00421-vio,MKTX-005,sms,BANKING_INSURANCE_FINANCIAL_PRODUCTS,PROMOTIONAL,2026-02-23T23:15:00Z,RACE_CONDITION,msg91,true,CLASSIFICATION_FIXED
VIO-00422,user-8124,+919032200132,ntf-00422-vio,MKTX-001,sms,BANKING_INSURANCE_FINANCIAL_PRODUCTS,PROMOTIONAL,2026-02-03T15:54:00Z,MISSING_SCRUB,twilio,true,CACHE_TTL_REDUCED
VIO-00423,user-3649,+919083886264,ntf-00423-vio,MKTX-005,sms,BANKING_INSURANCE_FINANCIAL_PRODUCTS,PROMOTIONAL,2026-01-05T01:32:00Z,MISSING_SCRUB,msg91,true,
VIO-00424,user-1443,+919076901651,ntf-00424-vio,MKTX-005,sms,BANKING_INSURANCE_FINANCIAL_PRODUCTS,PROMOTIONAL,2026-01-26T18:28:00Z,WRONG_CLASSIFICATION,msg91,false,DND_CHECK_MOVED_TO_DISPATCH
VIO-00425,user-588,+919084776858,ntf-00425-vio,SIPX-004,sms,BANKING_INSURANCE_FINANCIAL_PRODUCTS,PROMOTIONAL,2025-12-14T12:26:00Z,STALE_DND_CACHE,msg91,false,CLASSIFICATION_FIXED
VIO-00426,user-5585,+919058767001,ntf-00426-vio,MKTX-001,sms,BANKING_INSURANCE_FINANCIAL_PRODUCTS,PROMOTIONAL,2026-02-22T21:29:00Z,RACE_CONDITION,twilio,false,
VIO-00427,user-7415,+919025303956,ntf-00427-vio,MKTX-001,sms,BANKING_INSURANCE_FINANCIAL_PRODUCTS,PROMOTIONAL,2026-02-23T11:45:00Z,RACE_CONDITION,msg91,false,CACHE_TTL_REDUCED
VIO-00428,user-8553,+919060182714,ntf-00428-vio,MKTX-001,sms,BANKING_INSURANCE_FINANCIAL_PRODUCTS,PROMOTIONAL,2026-02-20T09:35:00Z,STALE_DND_CACHE,msg91,false,CLASSIFICATION_FIXED
VIO-00429,user-3210,+919035171649,ntf-00429-vio,MKTX-001,sms,BANKING_INSURANCE_FINANCIAL_PRODUCTS,PROMOTIONAL,2026-01-22T03:16:00Z,MISSING_SCRUB,msg91,false,CLASSIFICATION_FIXED
VIO-00430,user-6791,+919016241172,ntf-00430-vio,SIPX-004,sms,BANKING_INSURANCE_FINANCIAL_PRODUCTS,PROMOTIONAL,2026-01-13T03:48:00Z,STALE_DND_CACHE,twilio,false,CLASSIFICATION_FIXED
VIO-00431,user-796,+919084252780,ntf-00431-vio,MKTX-005,sms,BANKING_INSURANCE_FINANCIAL_PRODUCTS,PROMOTIONAL,2026-02-02T00:33:00Z,MISSING_SCRUB,msg91,true,CLASSIFICATION_FIXED
VIO-00432,user-9840,+919091357521,ntf-00432-vio,MKTX-004,sms,BANKING_INSURANCE_FINANCIAL_PRODUCTS,PROMOTIONAL,2025-12-14T12:42:00Z,MISSING_SCRUB,twilio,true,CACHE_TTL_REDUCED
VIO-00433,user-7420,+919027900864,ntf-00433-vio,MKTX-003,sms,BANKING_INSURANCE_FINANCIAL_PRODUCTS,PROMOTIONAL,2026-01-20T10:18:00Z,MISSING_SCRUB,twilio,false,CLASSIFICATION_FIXED
VIO-00434,user-4761,+919056344519,ntf-00434-vio,MKTX-003,sms,BANKING_INSURANCE_FINANCIAL_PRODUCTS,PROMOTIONAL,2025-12-26T06:39:00Z,RACE_CONDITION,twilio,true,CACHE_TTL_REDUCED
VIO-00435,user-9350,+919099544328,ntf-00435-vio,MKTX-005,sms,BANKING_INSURANCE_FINANCIAL_PRODUCTS,PROMOTIONAL,2026-02-10T15:37:00Z,WRONG_CLASSIFICATION,twilio,true,DND_CHECK_MOVED_TO_DISPATCH
VIO-00436,user-870,+919099959993,ntf-00436-vio,MKTX-001,sms,BANKING_INSURANCE_FINANCIAL_PRODUCTS,PROMOTIONAL,2025-12-04T12:09:00Z,RACE_CONDITION,twilio,true,CACHE_TTL_REDUCED
VIO-00437,user-1017,+919049613096,ntf-00437-vio,MKTX-003,sms,BANKING_INSURANCE_FINANCIAL_PRODUCTS,PROMOTIONAL,2026-02-26T08:09:00Z,STALE_DND_CACHE,twilio,false,DND_CHECK_MOVED_TO_DISPATCH
VIO-00438,user-9206,+919040106027,ntf-00438-vio,SIPX-004,sms,BANKING_INSURANCE_FINANCIAL_PRODUCTS,PROMOTIONAL,2026-02-17T21:47:00Z,MISSING_SCRUB,msg91,false,DND_CHECK_MOVED_TO_DISPATCH
VIO-00439,user-5123,+919084104909,ntf-00439-vio,MKTX-001,sms,BANKING_INSURANCE_FINANCIAL_PRODUCTS,PROMOTIONAL,2026-01-18T12:26:00Z,STALE_DND_CACHE,twilio,true,
VIO-00440,user-6026,+919088971743,ntf-00440-vio,SIPX-004,sms,BANKING_INSURANCE_FINANCIAL_PRODUCTS,PROMOTIONAL,2025-12-29T20:45:00Z,RACE_CONDITION,msg91,false,
VIO-00441,user-3064,+919033326387,ntf-00441-vio,SIPX-004,sms,BANKING_INSURANCE_FINANCIAL_PRODUCTS,PROMOTIONAL,2025-12-23T21:04:00Z,STALE_DND_CACHE,twilio,true,
VIO-00442,user-2132,+919031599504,ntf-00442-vio,SIPX-004,sms,BANKING_INSURANCE_FINANCIAL_PRODUCTS,PROMOTIONAL,2026-01-05T17:16:00Z,WRONG_CLASSIFICATION,msg91,false,
VIO-00443,user-5286,+919090111922,ntf-00443-vio,MKTX-001,sms,BANKING_INSURANCE_FINANCIAL_PRODUCTS,PROMOTIONAL,2025-12-20T01:09:00Z,WRONG_CLASSIFICATION,twilio,false,DND_CHECK_MOVED_TO_DISPATCH
VIO-00444,user-3013,+919079874593,ntf-00444-vio,MKTX-001,sms,BANKING_INSURANCE_FINANCIAL_PRODUCTS,PROMOTIONAL,2026-01-10T16:14:00Z,RACE_CONDITION,twilio,false,DND_CHECK_MOVED_TO_DISPATCH
VIO-00445,user-3496,+919099031246,ntf-00445-vio,MKTX-004,sms,BANKING_INSURANCE_FINANCIAL_PRODUCTS,PROMOTIONAL,2026-01-14T07:56:00Z,WRONG_CLASSIFICATION,twilio,false,CLASSIFICATION_FIXED
VIO-00446,user-9197,+919097147586,ntf-00446-vio,MKTX-001,sms,BANKING_INSURANCE_FINANCIAL_PRODUCTS,PROMOTIONAL,2026-02-18T16:30:00Z,STALE_DND_CACHE,twilio,false,CLASSIFICATION_FIXED
VIO-00447,user-3995,+919015352233,ntf-00447-vio,MKTX-004,sms,BANKING_INSURANCE_FINANCIAL_PRODUCTS,PROMOTIONAL,2026-02-21T19:58:00Z,MISSING_SCRUB,msg91,false,CACHE_TTL_REDUCED
VIO-00448,user-405,+919079372824,ntf-00448-vio,MKTX-004,sms,BANKING_INSURANCE_FINANCIAL_PRODUCTS,PROMOTIONAL,2026-02-08T23:18:00Z,MISSING_SCRUB,twilio,true,CACHE_TTL_REDUCED
VIO-00449,user-8420,+919021052218,ntf-00449-vio,MKTX-001,sms,BANKING_INSURANCE_FINANCIAL_PRODUCTS,PROMOTIONAL,2026-02-22T06:20:00Z,RACE_CONDITION,msg91,true,CLASSIFICATION_FIXED
VIO-00450,user-3493,+919066936428,ntf-00450-vio,MKTX-001,sms,BANKING_INSURANCE_FINANCIAL_PRODUCTS,PROMOTIONAL,2026-02-24T20:49:00Z,RACE_CONDITION,twilio,true,CLASSIFICATION_FIXED
VIO-00451,user-5435,+919015085015,ntf-00451-vio,MKTX-001,sms,BANKING_INSURANCE_FINANCIAL_PRODUCTS,PROMOTIONAL,2025-12-04T14:45:00Z,STALE_DND_CACHE,msg91,true,CACHE_TTL_REDUCED
VIO-00452,user-3730,+919044715141,ntf-00452-vio,MKTX-005,sms,BANKING_INSURANCE_FINANCIAL_PRODUCTS,PROMOTIONAL,2026-02-10T02:36:00Z,MISSING_SCRUB,twilio,false,
VIO-00453,user-1939,+919081784254,ntf-00453-vio,MKTX-001,sms,BANKING_INSURANCE_FINANCIAL_PRODUCTS,PROMOTIONAL,2026-01-10T00:24:00Z,STALE_DND_CACHE,msg91,true,CACHE_TTL_REDUCED
VIO-00454,user-4938,+919091411889,ntf-00454-vio,MKTX-001,sms,BANKING_INSURANCE_FINANCIAL_PRODUCTS,PROMOTIONAL,2026-02-03T03:18:00Z,WRONG_CLASSIFICATION,twilio,false,
VIO-00455,user-2562,+919081600831,ntf-00455-vio,MKTX-003,sms,BANKING_INSURANCE_FINANCIAL_PRODUCTS,PROMOTIONAL,2026-02-23T00:30:00Z,RACE_CONDITION,twilio,false,CLASSIFICATION_FIXED
VIO-00456,user-6114,+919011496555,ntf-00456-vio,SIPX-004,sms,BANKING_INSURANCE_FINANCIAL_PRODUCTS,PROMOTIONAL,2026-01-08T21:56:00Z,RACE_CONDITION,msg91,true,DND_CHECK_MOVED_TO_DISPATCH
VIO-00457,user-8801,+919083487621,ntf-00457-vio,MKTX-001,sms,BANKING_INSURANCE_FINANCIAL_PRODUCTS,PROMOTIONAL,2026-02-12T19:25:00Z,WRONG_CLASSIFICATION,msg91,false,CLASSIFICATION_FIXED
VIO-00458,user-8398,+919029120002,ntf-00458-vio,MKTX-003,sms,BANKING_INSURANCE_FINANCIAL_PRODUCTS,PROMOTIONAL,2026-01-22T20:54:00Z,RACE_CONDITION,msg91,false,CLASSIFICATION_FIXED
VIO-00459,user-9295,+919017299874,ntf-00459-vio,SIPX-004,sms,BANKING_INSURANCE_FINANCIAL_PRODUCTS,PROMOTIONAL,2025-12-15T05:42:00Z,MISSING_SCRUB,msg91,false,DND_CHECK_MOVED_TO_DISPATCH
VIO-00460,user-9513,+919075389589,ntf-00460-vio,MKTX-004,sms,BANKING_INSURANCE_FINANCIAL_PRODUCTS,PROMOTIONAL,2026-01-02T03:12:00Z,WRONG_CLASSIFICATION,msg91,true,DND_CHECK_MOVED_TO_DISPATCH
VIO-00461,user-3171,+919052652506,ntf-00461-vio,MKTX-005,sms,BANKING_INSURANCE_FINANCIAL_PRODUCTS,PROMOTIONAL,2026-01-06T19:04:00Z,MISSING_SCRUB,twilio,false,CLASSIFICATION_FIXED
VIO-00462,user-5183,+919067486445,ntf-00462-vio,MKTX-003,sms,BANKING_INSURANCE_FINANCIAL_PRODUCTS,PROMOTIONAL,2026-02-11T18:23:00Z,STALE_DND_CACHE,twilio,true,CLASSIFICATION_FIXED
VIO-00463,user-5890,+919028026223,ntf-00463-vio,MKTX-004,sms,BANKING_INSURANCE_FINANCIAL_PRODUCTS,PROMOTIONAL,2026-02-21T13:17:00Z,MISSING_SCRUB,twilio,false,CACHE_TTL_REDUCED
VIO-00464,user-1784,+919033591471,ntf-00464-vio,SIPX-004,sms,BANKING_INSURANCE_FINANCIAL_PRODUCTS,PROMOTIONAL,2026-01-09T15:35:00Z,STALE_DND_CACHE,twilio,true,CLASSIFICATION_FIXED
VIO-00465,user-1253,+919020120010,ntf-00465-vio,MKTX-001,sms,BANKING_INSURANCE_FINANCIAL_PRODUCTS,PROMOTIONAL,2026-01-03T23:56:00Z,STALE_DND_CACHE,twilio,true,DND_CHECK_MOVED_TO_DISPATCH
VIO-00466,user-8843,+919073364719,ntf-00466-vio,MKTX-003,sms,BANKING_INSURANCE_FINANCIAL_PRODUCTS,PROMOTIONAL,2026-02-09T08:34:00Z,WRONG_CLASSIFICATION,twilio,true,CACHE_TTL_REDUCED
VIO-00467,user-8363,+919022153955,ntf-00467-vio,MKTX-005,sms,BANKING_INSURANCE_FINANCIAL_PRODUCTS,PROMOTIONAL,2025-12-18T14:32:00Z,WRONG_CLASSIFICATION,msg91,true,CLASSIFICATION_FIXED
VIO-00468,user-2609,+919034044459,ntf-00468-vio,SIPX-004,sms,BANKING_INSURANCE_FINANCIAL_PRODUCTS,PROMOTIONAL,2026-02-04T04:28:00Z,RACE_CONDITION,twilio,false,DND_CHECK_MOVED_TO_DISPATCH
VIO-00469,user-1030,+919045481411,ntf-00469-vio,MKTX-004,sms,BANKING_INSURANCE_FINANCIAL_PRODUCTS,PROMOTIONAL,2025-12-29T15:14:00Z,RACE_CONDITION,msg91,true,CACHE_TTL_REDUCED
VIO-00470,user-7449,+919016232730,ntf-00470-vio,MKTX-001,sms,BANKING_INSURANCE_FINANCIAL_PRODUCTS,PROMOTIONAL,2026-01-19T15:58:00Z,WRONG_CLASSIFICATION,msg91,false,CACHE_TTL_REDUCED
VIO-00471,user-2849,+919060554391,ntf-00471-vio,MKTX-005,sms,BANKING_INSURANCE_FINANCIAL_PRODUCTS,PROMOTIONAL,2026-02-13T17:36:00Z,WRONG_CLASSIFICATION,msg91,false,
VIO-00472,user-5782,+919056309454,ntf-00472-vio,MKTX-005,sms,BANKING_INSURANCE_FINANCIAL_PRODUCTS,PROMOTIONAL,2025-12-29T16:25:00Z,MISSING_SCRUB,msg91,true,
VIO-00473,user-8431,+919096366021,ntf-00473-vio,MKTX-004,sms,BANKING_INSURANCE_FINANCIAL_PRODUCTS,PROMOTIONAL,2025-12-22T07:04:00Z,RACE_CONDITION,msg91,true,CLASSIFICATION_FIXED
VIO-00474,user-1939,+919098732634,ntf-00474-vio,MKTX-003,sms,BANKING_INSURANCE_FINANCIAL_PRODUCTS,PROMOTIONAL,2026-01-16T19:45:00Z,MISSING_SCRUB,twilio,true,
VIO-00475,user-3453,+919089294612,ntf-00475-vio,MKTX-003,sms,BANKING_INSURANCE_FINANCIAL_PRODUCTS,PROMOTIONAL,2026-02-25T15:30:00Z,MISSING_SCRUB,msg91,true,DND_CHECK_MOVED_TO_DISPATCH
VIO-00476,user-2640,+919028082355,ntf-00476-vio,SIPX-004,sms,BANKING_INSURANCE_FINANCIAL_PRODUCTS,PROMOTIONAL,2025-12-17T18:37:00Z,STALE_DND_CACHE,msg91,true,CLASSIFICATION_FIXED
VIO-00477,user-6643,+919090444404,ntf-00477-vio,SIPX-004,sms,BANKING_INSURANCE_FINANCIAL_PRODUCTS,PROMOTIONAL,2026-01-03T05:33:00Z,STALE_DND_CACHE,twilio,true,CLASSIFICATION_FIXED
VIO-00478,user-7892,+919032893086,ntf-00478-vio,MKTX-003,sms,BANKING_INSURANCE_FINANCIAL_PRODUCTS,PROMOTIONAL,2026-01-27T19:30:00Z,MISSING_SCRUB,msg91,true,CACHE_TTL_REDUCED
VIO-00479,user-5615,+919070863732,ntf-00479-vio,SIPX-004,sms,BANKING_INSURANCE_FINANCIAL_PRODUCTS,PROMOTIONAL,2025-12-22T23:43:00Z,STALE_DND_CACHE,msg91,false,
VIO-00480,user-3316,+919080157128,ntf-00480-vio,SIPX-004,sms,BANKING_INSURANCE_FINANCIAL_PRODUCTS,PROMOTIONAL,2025-12-17T03:01:00Z,MISSING_SCRUB,msg91,true,CLASSIFICATION_FIXED
VIO-00481,user-640,+919081327320,ntf-00481-vio,SIPX-004,sms,BANKING_INSURANCE_FINANCIAL_PRODUCTS,PROMOTIONAL,2026-01-30T19:38:00Z,STALE_DND_CACHE,msg91,false,CLASSIFICATION_FIXED
VIO-00482,user-20,+919097138408,ntf-00482-vio,MKTX-005,sms,BANKING_INSURANCE_FINANCIAL_PRODUCTS,PROMOTIONAL,2026-02-16T17:52:00Z,MISSING_SCRUB,twilio,true,
VIO-00483,user-6247,+919057045704,ntf-00483-vio,SIPX-004,sms,BANKING_INSURANCE_FINANCIAL_PRODUCTS,PROMOTIONAL,2025-12-30T15:50:00Z,STALE_DND_CACHE,twilio,true,CACHE_TTL_REDUCED
VIO-00484,user-1374,+919048019408,ntf-00484-vio,SIPX-004,sms,BANKING_INSURANCE_FINANCIAL_PRODUCTS,PROMOTIONAL,2026-01-31T07:58:00Z,MISSING_SCRUB,twilio,true,DND_CHECK_MOVED_TO_DISPATCH
VIO-00485,user-1931,+919079761254,ntf-00485-vio,MKTX-001,sms,BANKING_INSURANCE_FINANCIAL_PRODUCTS,PROMOTIONAL,2025-12-01T18:33:00Z,MISSING_SCRUB,msg91,false,
VIO-00486,user-6981,+919097453041,ntf-00486-vio,SIPX-004,sms,BANKING_INSURANCE_FINANCIAL_PRODUCTS,PROMOTIONAL,2026-01-16T03:09:00Z,WRONG_CLASSIFICATION,twilio,false,CACHE_TTL_REDUCED
VIO-00487,user-6512,+919037339300,ntf-00487-vio,MKTX-005,sms,BANKING_INSURANCE_FINANCIAL_PRODUCTS,PROMOTIONAL,2026-02-17T08:43:00Z,MISSING_SCRUB,msg91,false,
VIO-00488,user-5642,+919063436070,ntf-00488-vio,MKTX-003,sms,BANKING_INSURANCE_FINANCIAL_PRODUCTS,PROMOTIONAL,2026-01-02T09:36:00Z,STALE_DND_CACHE,msg91,false,CLASSIFICATION_FIXED
VIO-00489,user-6563,+919055424358,ntf-00489-vio,SIPX-004,sms,BANKING_INSURANCE_FINANCIAL_PRODUCTS,PROMOTIONAL,2025-12-13T06:32:00Z,STALE_DND_CACHE,msg91,false,DND_CHECK_MOVED_TO_DISPATCH
VIO-00490,user-9835,+919068435370,ntf-00490-vio,MKTX-001,sms,BANKING_INSURANCE_FINANCIAL_PRODUCTS,PROMOTIONAL,2025-12-12T04:30:00Z,STALE_DND_CACHE,twilio,true,CACHE_TTL_REDUCED
VIO-00491,user-6297,+919063773642,ntf-00491-vio,SIPX-004,sms,BANKING_INSURANCE_FINANCIAL_PRODUCTS,PROMOTIONAL,2025-12-11T19:02:00Z,WRONG_CLASSIFICATION,msg91,true,
VIO-00492,user-8490,+919048387144,ntf-00492-vio,MKTX-003,sms,BANKING_INSURANCE_FINANCIAL_PRODUCTS,PROMOTIONAL,2026-01-26T00:12:00Z,STALE_DND_CACHE,msg91,true,DND_CHECK_MOVED_TO_DISPATCH
VIO-00493,user-5,+919031131878,ntf-00493-vio,MKTX-001,sms,BANKING_INSURANCE_FINANCIAL_PRODUCTS,PROMOTIONAL,2026-01-16T07:41:00Z,WRONG_CLASSIFICATION,twilio,false,
VIO-00494,user-8483,+919012062459,ntf-00494-vio,MKTX-001,sms,BANKING_INSURANCE_FINANCIAL_PRODUCTS,PROMOTIONAL,2026-01-21T18:12:00Z,STALE_DND_CACHE,twilio,false,CACHE_TTL_REDUCED
VIO-00495,user-3188,+919071036720,ntf-00495-vio,MKTX-005,sms,BANKING_INSURANCE_FINANCIAL_PRODUCTS,PROMOTIONAL,2026-01-05T07:38:00Z,STALE_DND_CACHE,twilio,true,
VIO-00496,user-1186,+919077534222,ntf-00496-vio,MKTX-004,sms,BANKING_INSURANCE_FINANCIAL_PRODUCTS,PROMOTIONAL,2026-02-03T03:35:00Z,WRONG_CLASSIFICATION,msg91,false,CACHE_TTL_REDUCED
VIO-00497,user-9227,+919074911705,ntf-00497-vio,MKTX-003,sms,BANKING_INSURANCE_FINANCIAL_PRODUCTS,PROMOTIONAL,2026-02-27T14:24:00Z,WRONG_CLASSIFICATION,twilio,false,DND_CHECK_MOVED_TO_DISPATCH
VIO-00498,user-1107,+919061361533,ntf-00498-vio,MKTX-003,sms,BANKING_INSURANCE_FINANCIAL_PRODUCTS,PROMOTIONAL,2026-01-31T03:16:00Z,RACE_CONDITION,twilio,false,CACHE_TTL_REDUCED
VIO-00499,user-4315,+919043320572,ntf-00499-vio,MKTX-004,sms,BANKING_INSURANCE_FINANCIAL_PRODUCTS,PROMOTIONAL,2026-02-05T17:00:00Z,STALE_DND_CACHE,twilio,false,DND_CHECK_MOVED_TO_DISPATCH
VIO-00500,user-5143,+919057451057,ntf-00500-vio,MKTX-003,sms,BANKING_INSURANCE_FINANCIAL_PRODUCTS,PROMOTIONAL,2026-02-09T05:30:00Z,WRONG_CLASSIFICATION,msg91,true,
VIO-00501,user-3966,+919045622106,ntf-00501-vio,MKTX-003,sms,BANKING_INSURANCE_FINANCIAL_PRODUCTS,PROMOTIONAL,2025-12-26T07:47:00Z,RACE_CONDITION,msg91,true,CACHE_TTL_REDUCED
VIO-00502,user-1286,+919099043272,ntf-00502-vio,MKTX-005,sms,BANKING_INSURANCE_FINANCIAL_PRODUCTS,PROMOTIONAL,2025-12-20T03:07:00Z,STALE_DND_CACHE,msg91,false,CACHE_TTL_REDUCED
VIO-00503,user-9413,+919046874043,ntf-00503-vio,MKTX-005,sms,BANKING_INSURANCE_FINANCIAL_PRODUCTS,PROMOTIONAL,2026-02-18T10:31:00Z,RACE_CONDITION,twilio,false,CLASSIFICATION_FIXED
VIO-00504,user-8614,+919066797703,ntf-00504-vio,MKTX-005,sms,BANKING_INSURANCE_FINANCIAL_PRODUCTS,PROMOTIONAL,2026-02-12T04:03:00Z,STALE_DND_CACHE,twilio,false,CLASSIFICATION_FIXED
VIO-00505,user-8491,+919071749629,ntf-00505-vio,MKTX-004,sms,BANKING_INSURANCE_FINANCIAL_PRODUCTS,PROMOTIONAL,2026-01-28T03:44:00Z,STALE_DND_CACHE,msg91,true,
VIO-00506,user-5925,+919092245683,ntf-00506-vio,MKTX-004,sms,BANKING_INSURANCE_FINANCIAL_PRODUCTS,PROMOTIONAL,2026-02-13T03:20:00Z,RACE_CONDITION,twilio,true,CACHE_TTL_REDUCED
VIO-00507,user-5996,+919034684475,ntf-00507-vio,MKTX-005,sms,BANKING_INSURANCE_FINANCIAL_PRODUCTS,PROMOTIONAL,2026-01-30T19:21:00Z,MISSING_SCRUB,msg91,false,CACHE_TTL_REDUCED
VIO-00508,user-7385,+919034144323,ntf-00508-vio,SIPX-004,sms,BANKING_INSURANCE_FINANCIAL_PRODUCTS,PROMOTIONAL,2026-01-16T12:17:00Z,RACE_CONDITION,msg91,true,CACHE_TTL_REDUCED
VIO-00509,user-6241,+919036315159,ntf-00509-vio,MKTX-003,sms,BANKING_INSURANCE_FINANCIAL_PRODUCTS,PROMOTIONAL,2025-12-31T17:27:00Z,RACE_CONDITION,twilio,true,CLASSIFICATION_FIXED
VIO-00510,user-8471,+919081669929,ntf-00510-vio,MKTX-004,sms,BANKING_INSURANCE_FINANCIAL_PRODUCTS,PROMOTIONAL,2026-01-23T15:08:00Z,MISSING_SCRUB,twilio,false,DND_CHECK_MOVED_TO_DISPATCH
VIO-00511,user-2677,+919018057946,ntf-00511-vio,MKTX-003,sms,BANKING_INSURANCE_FINANCIAL_PRODUCTS,PROMOTIONAL,2026-01-20T03:44:00Z,WRONG_CLASSIFICATION,twilio,true,
VIO-00512,user-5904,+919085208908,ntf-00512-vio,SIPX-004,sms,BANKING_INSURANCE_FINANCIAL_PRODUCTS,PROMOTIONAL,2026-01-12T08:23:00Z,WRONG_CLASSIFICATION,twilio,true,
VIO-00513,user-9922,+919036703705,ntf-00513-vio,SIPX-004,sms,BANKING_INSURANCE_FINANCIAL_PRODUCTS,PROMOTIONAL,2025-12-16T11:55:00Z,RACE_CONDITION,twilio,false,CACHE_TTL_REDUCED
VIO-00514,user-7323,+919020523679,ntf-00514-vio,MKTX-005,sms,BANKING_INSURANCE_FINANCIAL_PRODUCTS,PROMOTIONAL,2026-02-25T16:31:00Z,WRONG_CLASSIFICATION,twilio,true,CLASSIFICATION_FIXED
VIO-00515,user-9366,+919064327674,ntf-00515-vio,MKTX-001,sms,BANKING_INSURANCE_FINANCIAL_PRODUCTS,PROMOTIONAL,2026-02-20T10:26:00Z,STALE_DND_CACHE,msg91,false,CLASSIFICATION_FIXED
VIO-00516,user-4774,+919045899536,ntf-00516-vio,SIPX-004,sms,BANKING_INSURANCE_FINANCIAL_PRODUCTS,PROMOTIONAL,2026-01-10T10:41:00Z,MISSING_SCRUB,twilio,false,CACHE_TTL_REDUCED
VIO-00517,user-6783,+919032457056,ntf-00517-vio,MKTX-003,sms,BANKING_INSURANCE_FINANCIAL_PRODUCTS,PROMOTIONAL,2026-02-14T16:28:00Z,STALE_DND_CACHE,msg91,true,CACHE_TTL_REDUCED
VIO-00518,user-3451,+919032402343,ntf-00518-vio,MKTX-005,sms,BANKING_INSURANCE_FINANCIAL_PRODUCTS,PROMOTIONAL,2026-02-28T23:05:00Z,STALE_DND_CACHE,msg91,true,
VIO-00519,user-6505,+919080327779,ntf-00519-vio,MKTX-001,sms,BANKING_INSURANCE_FINANCIAL_PRODUCTS,PROMOTIONAL,2026-02-09T01:01:00Z,STALE_DND_CACHE,twilio,true,DND_CHECK_MOVED_TO_DISPATCH
VIO-00520,user-3758,+919043204998,ntf-00520-vio,MKTX-004,sms,BANKING_INSURANCE_FINANCIAL_PRODUCTS,PROMOTIONAL,2026-02-22T12:19:00Z,MISSING_SCRUB,msg91,true,CLASSIFICATION_FIXED
VIO-00521,user-5847,+919053647781,ntf-00521-vio,MKTX-005,sms,BANKING_INSURANCE_FINANCIAL_PRODUCTS,PROMOTIONAL,2025-12-04T01:42:00Z,MISSING_SCRUB,twilio,false,CLASSIFICATION_FIXED
VIO-00522,user-9681,+919090206393,ntf-00522-vio,MKTX-005,sms,BANKING_INSURANCE_FINANCIAL_PRODUCTS,PROMOTIONAL,2026-02-28T17:11:00Z,MISSING_SCRUB,twilio,false,
VIO-00523,user-1468,+919069305486,ntf-00523-vio,MKTX-004,sms,BANKING_INSURANCE_FINANCIAL_PRODUCTS,PROMOTIONAL,2026-02-08T07:51:00Z,WRONG_CLASSIFICATION,twilio,false,CLASSIFICATION_FIXED
VIO-00524,user-8575,+919028293937,ntf-00524-vio,MKTX-004,sms,BANKING_INSURANCE_FINANCIAL_PRODUCTS,PROMOTIONAL,2026-01-08T00:00:00Z,WRONG_CLASSIFICATION,twilio,true,
VIO-00525,user-7053,+919049315407,ntf-00525-vio,SIPX-004,sms,BANKING_INSURANCE_FINANCIAL_PRODUCTS,PROMOTIONAL,2026-01-31T09:00:00Z,RACE_CONDITION,msg91,false,CLASSIFICATION_FIXED
VIO-00526,user-6468,+919043540489,ntf-00526-vio,MKTX-003,sms,BANKING_INSURANCE_FINANCIAL_PRODUCTS,PROMOTIONAL,2026-01-22T17:27:00Z,MISSING_SCRUB,twilio,true,CACHE_TTL_REDUCED
VIO-00527,user-3925,+919079338228,ntf-00527-vio,SIPX-004,sms,BANKING_INSURANCE_FINANCIAL_PRODUCTS,PROMOTIONAL,2025-12-11T13:40:00Z,WRONG_CLASSIFICATION,twilio,false,
VIO-00528,user-2239,+919048868823,ntf-00528-vio,MKTX-001,sms,BANKING_INSURANCE_FINANCIAL_PRODUCTS,PROMOTIONAL,2025-12-25T02:11:00Z,MISSING_SCRUB,twilio,false,
VIO-00529,user-2493,+919016661503,ntf-00529-vio,SIPX-004,sms,BANKING_INSURANCE_FINANCIAL_PRODUCTS,PROMOTIONAL,2025-12-25T10:01:00Z,STALE_DND_CACHE,msg91,true,CACHE_TTL_REDUCED
VIO-00530,user-7184,+919011101134,ntf-00530-vio,MKTX-003,sms,BANKING_INSURANCE_FINANCIAL_PRODUCTS,PROMOTIONAL,2026-01-04T04:45:00Z,STALE_DND_CACHE,msg91,true,
VIO-00531,user-5105,+919076893545,ntf-00531-vio,MKTX-004,sms,BANKING_INSURANCE_FINANCIAL_PRODUCTS,PROMOTIONAL,2025-12-28T10:26:00Z,MISSING_SCRUB,msg91,false,DND_CHECK_MOVED_TO_DISPATCH
VIO-00532,user-6430,+919019581091,ntf-00532-vio,SIPX-004,sms,BANKING_INSURANCE_FINANCIAL_PRODUCTS,PROMOTIONAL,2025-12-19T01:17:00Z,MISSING_SCRUB,msg91,true,CACHE_TTL_REDUCED
VIO-00533,user-4079,+919061646699,ntf-00533-vio,MKTX-005,sms,BANKING_INSURANCE_FINANCIAL_PRODUCTS,PROMOTIONAL,2026-01-18T00:07:00Z,RACE_CONDITION,msg91,true,
VIO-00534,user-3416,+919073461570,ntf-00534-vio,MKTX-005,sms,BANKING_INSURANCE_FINANCIAL_PRODUCTS,PROMOTIONAL,2025-12-13T16:42:00Z,WRONG_CLASSIFICATION,twilio,true,DND_CHECK_MOVED_TO_DISPATCH
