user_id,name,phone,email,language,timezone,dnd_status,dnd_categories,account_type,risk_profile,notification_preferences,quiet_hours_start,quiet_hours_end,created_at
user-3142,User 3142,+919000003141,user3142@test.in,mr,Asia/Kolkata,registered,INSURANCE,HNI,moderate,"{""TXNX"": {""channels"": {""sms"": true, ""email"": true, ""push"": true, ""whatsapp"": false, ""in_app"": true}, ""digest_mode"": ""hourly""}, ""RISK"": {""channels"": {""sms"": true, ""email"": true, ""push"": false, ""whatsapp"": true, ""in_app"": true}, ""digest_mode"": ""hourly""}, ""SIPX"": {""channels"": {""sms"": false, ""email"": true, ""push"": true, ""whatsapp"": false, ""in_app"": true}, ""digest_mode"": ""daily""}, ""MKTX"": {""channels"": {""sms"": false, ""email"": true, ""push"": true, ""whatsapp"": true, ""in_app"": true}, ""digest_mode"": ""immediate""}, ""REGX"": {""channels"": {""sms"": true, ""email"": true, ""push"": true, ""whatsapp"": true, ""in_app"": true}, ""digest_mode"": ""immediate""}}",21:00,08:00,2024-11-27T00:00:00Z
user-3143,User 3143,+919000003142,user3143@test.in,en,Asia/Kolkata,registered,FINANCIAL_PRODUCTS,basic,aggressive,"{""TXNX"": {""channels"": {""sms"": false, ""email"": true, ""push"": false, ""whatsapp"": false, ""in_app"": false}, ""digest_mode"": ""immediate""}, ""RISK"": {""channels"": {""sms"": true, ""email"": true, ""push"": true, ""whatsapp"": true, ""in_app"": false}, ""digest_mode"": ""daily""}, ""SIPX"": {""channels"": {""sms"": true, ""email"": true, ""push"": true, ""whatsapp"": false, ""in_app"": true}, ""digest_mode"": ""hourly""}, ""MKTX"": {""channels"": {""sms"": true, ""email"": true, ""push"": false, ""whatsapp"": false, ""in_app"": false}, ""digest_mode"": ""daily""}, ""REGX"": {""channels"": {""sms"": false, ""email"": true, ""push"": false, ""whatsapp"": true, ""in_app"": true}, ""digest_mode"": ""daily""}}",21:00,08:00,2025-02-01T00:00:00Z
user-3144,User 3144,+919000003143,user3144@test.in,mr,Asia/Kolkata,not_registered,,basic,conservative,"{""TXNX"": {""channels"": {""sms"": true, ""email"": false, ""push"": true, ""whatsapp"": true, ""in_app"": false}, ""digest_mode"": ""daily""}, ""RISK"": {""channels"": {""sms"": false, ""email"": false, ""push"": false, ""whatsapp"": true, ""in_app"": false}, ""digest_mode"": ""hourly""}, ""SIPX"": {""channels"": {""sms"": true, ""email"": true, ""push"": true, ""whatsapp"": true, ""in_app"": true}, ""digest_mode"": ""daily""}, ""MKTX"": {""channels"": {""sms"": true, ""email"": true, ""push"": false, ""whatsapp"": true, ""in_app"": false}, ""digest_mode"": ""daily""}, ""REGX"": {""channels"": {""sms"": false, ""email"": true, ""push"": true, ""whatsapp"": true, ""in_app"": false}, ""digest_mode"": ""immediate""}}",21:00,08:00,2024-03-06T00:00:00Z
user-3145,User 3145,+919000003144,user3145@test.in,hi,Asia/Kolkata,not_registered,,HNI,moderate,"{""TXNX"": {""channels"": {""sms"": false, ""email"": true, ""push"": true, ""whatsapp"": true, ""in_app"": false}, ""digest_mode"": ""hourly""}, ""RISK"": {""channels"": {""sms"": true, ""email"": true, ""push"": false, ""whatsapp"": true, ""in_app"": false}, ""digest_mode"": ""immediate""}, ""SIPX"": {""channels"": {""sms"": false, ""email"": true, ""push"": false, ""whatsapp"": true, ""in_app"": true}, ""digest_mode"": ""immediate""}, ""MKTX"": {""channels"": {""sms"": true, ""email"": false, ""push"": true, ""whatsapp"": true, ""in_app"": true}, ""digest_mode"": ""hourly""}, ""REGX"": {""channels"": {""sms"": true, ""email"": false, ""push"": true, ""whatsapp"": true, ""in_app"": true}, ""digest_mode"": ""hourly""}}",21:00,08:00,2025-07-13T00:00:00Z
user-3146,User 3146,+919000003145,user3146@test.in,hi,Asia/Kolkata,not_registered,,premium,conservative,"{""TXNX"": {""channels"": {""sms"": false, ""email"": true, ""push"": false, ""whatsapp"": false, ""in_app"": false}, ""digest_mode"": ""daily""}, ""RISK"": {""channels"": {""sms"": false, ""email"": true, ""push"": true, ""whatsapp"": true, ""in_app"": true}, ""digest_mode"": ""hourly""}, ""SIPX"": {""channels"": {""sms"": true, ""email"": true, ""push"": false, ""whatsapp"": false, ""in_app"": true}, ""digest_mode"": ""daily""}, ""MKTX"": {""channels"": {""sms"": true, ""email"": true, ""push"": true, ""whatsapp"": false, ""in_app"": true}, ""digest_mode"": ""hourly""}, ""REGX"": {""channels"": {""sms"": false, ""email"": true, ""push"": true, ""whatsapp"": true, ""in_app"": true}, ""digest_mode"": ""hourly""}}",21:00,08:00,2025-05-29T00:00:00Z
user-3147,User 3147,+919000003146,user3147@test.in,en,Asia/Kolkata,not_registered,,HNI,aggressive,"{""TXNX"": {""channels"": {""sms"": true, ""email"": true, ""push"": true, ""whatsapp"": true, ""in_app"": false}, ""digest_mode"": ""hourly""}, ""RISK"": {""channels"": {""sms"": true, ""email"": true, ""push"": true, ""whatsapp"": false, ""in_app"": false}, ""digest_mode"": ""hourly""}, ""SIPX"": {""channels"": {""sms"": false, ""email"": true, ""push"": false, ""whatsapp"": true, ""in_app"": true}, ""digest_mode"": ""hourly""}, ""MKTX"": {""channels"": {""sms"": false, ""email"": true, ""push"": false, ""whatsapp"": false, ""in_app"": true}, ""digest_mode"": ""daily""}, ""REGX"": {""channels"": {""sms"": true, ""email"": true, ""push"": true, ""whatsapp"": false, ""in_app"": true}, ""digest_mode"": ""immediate""}}",21:00,08:00,2025-07-20T00:00:00Z
user-3148,User 3148,+919000003147,user3148@test.in,hi,Asia/Kolkata,not_registered,,basic,aggressive,"{""TXNX"": {""channels"": {""sms"": true, ""email"": true, ""push"": false, ""whatsapp"": false, ""in_app"": true}, ""digest_mode"": ""immediate""}, ""RISK"": {""channels"": {""sms"": false, ""email"": false, ""push"": true, ""whatsapp"": true, ""in_app"": false}, ""digest_mode"": ""immediate""}, ""SIPX"": {""channels"": {""sms"": true, ""email"": true, ""push"": true, ""whatsapp"": true, ""in_app"": true}, ""digest_mode"": ""immediate""}, ""MKTX"": {""channels"": {""sms"": true, ""email"": true, ""push"": true, ""whatsapp"": true, ""in_app"": false}, ""digest_mode"": ""daily""}, ""REGX"": {""channels"": {""sms"": true, ""email"": true, ""push"": false, ""whatsapp"": true, ""in_app"": true}, ""digest_mode"": ""daily""}}",21:00,08:00,2025-01-13T00:00:00Z
user-3149,User 3149,+919000003148,user3149@test.in,hi,Asia/Kolkata,not_registered,,basic,moderate,"{""TXNX"": {""channels"": {""sms"": false, ""email"": false, ""push"": true, ""whatsapp"": true, ""in_app"": false}, ""digest_mode"": ""immediate""}, ""RISK"": {""channels"": {""sms"": true, ""email"": false, ""push"": true, ""whatsapp"": true, ""in_app"": true}, ""digest_mode"": ""immediate""}, ""SIPX"": {""channels"": {""sms"": false, ""email"": true, ""push"": true, ""whatsapp"": false, ""in_app"": true}, ""digest_mode"": ""daily""}, ""MKTX"": {""channels"": {""sms"": false, ""email"": true, ""push"": false, ""whatsapp"": true, ""in_app"": false}, ""digest_mode"": ""daily""}, ""REGX"": {""channels"": {""sms"": true, ""email"": false, ""push"": true, ""whatsapp"": true, ""in_app"": true}, ""digest_mode"": ""immediate""}}",21:00,08:00,2024-06-25T00:00:00Z
user-3150,User 3150,+919000003149,user3150@test.in,mr,Asia/Kolkata,not_registered,,premium,aggressive,"{""TXNX"": {""channels"": {""sms"": true, ""email"": true, ""push"": true, ""whatsapp"": false, ""in_app"": false}, ""digest_mode"": ""immediate""}, ""RISK"": {""channels"": {""sms"": true, ""email"": true, ""push"": true, ""whatsapp"": false, ""in_app"": true}, ""digest_mode"": ""immediate""}, ""SIPX"": {""channels"": {""sms"": true, ""email"": false, ""push"": true, ""whatsapp"": true, ""in_app"": true}, ""digest_mode"": ""immediate""}, ""MKTX"": {""channels"": {""sms"": true, ""email"": true, ""push"": true, ""whatsapp"": true, ""in_app"": false}, ""digest_mode"": ""daily""}, ""REGX"": {""channels"": {""sms"": true, ""email"": false, ""push"": false, ""whatsapp"": true, ""in_app"": true}, ""digest_mode"": ""immediate""}}",21:00,08:00,2025-07-08T00:00:00Z
user-3151,User 3151,+919000003150,user3151@test.in,ta,Asia/Kolkata,not_registered,,basic,moderate,"{""TXNX"": {""channels"": {""sms"": false, ""email"": true, ""push"": true, ""whatsapp"": true, ""in_app"": true}, ""digest_mode"": ""hourly""}, ""RISK"": {""channels"": {""sms"": true, ""email"": false, ""push"": true, ""whatsapp"": false, ""in_app"": false}, ""digest_mode"": ""hourly""}, ""SIPX"": {""channels"": {""sms"": true, ""email"": true, ""push"": false, ""whatsapp"": true, ""in_app"": true}, ""digest_mode"": ""hourly""}, ""MKTX"": {""channels"": {""sms"": true, ""email"": false, ""push"": true, ""whatsapp"": false, ""in_app"": false}, ""digest_mode"": ""immediate""}, ""REGX"": {""channels"": {""sms"": true, ""email"": false, ""push"": false, ""whatsapp"": true, ""in_app"": false}, ""digest_mode"": ""hourly""}}",21:00,08:00,2024-08-21T00:00:00Z
user-3152,User 3152,+919000003151,user3152@test.in,hi,Asia/Kolkata,not_registered,,HNI,moderate,"{""TXNX"": {""channels"": {""sms"": false, ""email"": true, ""push"": true, ""whatsapp"": false, ""in_app"": false}, ""digest_mode"": ""daily""}, ""RISK"": {""channels"": {""sms"": true, ""email"": true, ""push"": false, ""whatsapp"": true, ""in_app"": true}, ""digest_mode"": ""immediate""}, ""SIPX"": {""channels"": {""sms"": false, ""email"": false, ""push"": true, ""whatsapp"": true, ""in_app"": false}, ""digest_mode"": ""hourly""}, ""MKTX"": {""channels"": {""sms"": false, ""email"": false, ""push"": true, ""whatsapp"": true, ""in_app"": true}, ""digest_mode"": ""daily""}, ""REGX"": {""channels"": {""sms"": true, ""email"": true, ""push"": false, ""whatsapp"": false, ""in_app"": false}, ""digest_mode"": ""hourly""}}",21:00,08:00,2025-12-05T00:00:00Z
user-3153,User 3153,+919000003152,user3153@test.in,en,Asia/Kolkata,registered,"BANKING,FINANCIAL_PRODUCTS",HNI,moderate,"{""TXNX"": {""channels"": {""sms"": true, ""email"": true, ""push"": true, ""whatsapp"": false, ""in_app"": true}, ""digest_mode"": ""immediate""}, ""RISK"": {""channels"": {""sms"": false, ""email"": true, ""push"": true, ""whatsapp"": true, ""in_app"": false}, ""digest_mode"": ""daily""}, ""SIPX"": {""channels"": {""sms"": true, ""email"": true, ""push"": false, ""whatsapp"": true, ""in_app"": false}, ""digest_mode"": ""hourly""}, ""MKTX"": {""channels"": {""sms"": true, ""email"": true, ""push"": true, ""whatsapp"": true, ""in_app"": false}, ""digest_mode"": ""daily""}, ""REGX"": {""channels"": {""sms"": true, ""email"": false, ""push"": true, ""whatsapp"": false, ""in_app"": true}, ""digest_mode"": ""immediate""}}",21:00,08:00,2024-01-24T00:00:00Z
user-3154,User 3154,+919000003153,user3154@test.in,ta,Asia/Kolkata,not_registered,,basic,moderate,"{""TXNX"": {""channels"": {""sms"": true, ""email"": true, ""push"": true, ""whatsapp"": false, ""in_app"": true}, ""digest_mode"": ""immediate""}, ""RISK"": {""channels"": {""sms"": true, ""email"": true, ""push"": false, ""whatsapp"": true, ""in_app"": true}, ""digest_mode"": ""daily""}, ""SIPX"": {""channels"": {""sms"": true, ""email"": true, ""push"": true, ""whatsapp"": true, ""in_app"": true}, ""digest_mode"": ""hourly""}, ""MKTX"": {""channels"": {""sms"": true, ""email"": true, ""push"": false, ""whatsapp"": false, ""in_app"": false}, ""digest_mode"": ""immediate""}, ""REGX"": {""channels"": {""sms"": false, ""email"": true, ""push"": true, ""whatsapp"": true, ""in_app"": true}, ""digest_mode"": ""immediate""}}",21:00,08:00,2024-07-04T00:00:00Z
user-3155,User 3155,+919000003154,user3155@test.in,hi,Asia/Kolkata,registered,INSURANCE,basic,moderate,"{""TXNX"": {""channels"": {""sms"": true, ""email"": true, ""push"": true, ""whatsapp"": true, ""in_app"": true}, ""digest_mode"": ""hourly""}, ""RISK"": {""channels"": {""sms"": false, ""email"": false, ""push"": false, ""whatsapp"": false, ""in_app"": true}, ""digest_mode"": ""hourly""}, ""SIPX"": {""channels"": {""sms"": true, ""email"": true, ""push"": false, ""whatsapp"": true, ""in_app"": true}, ""digest_mode"": ""hourly""}, ""MKTX"": {""channels"": {""sms"": true, ""email"": true, ""push"": true, ""whatsapp"": false, ""in_app"": true}, ""digest_mode"": ""daily""}, ""REGX"": {""channels"": {""sms"": false, ""email"": true, ""push"": true, ""whatsapp"": false, ""in_app"": true}, ""digest_mode"": ""daily""}}",21:00,08:00,2024-06-17T00:00:00Z
user-3156,User 3156,+919000003155,user3156@test.in,hi,Asia/Kolkata,registered,"BANKING,INSURANCE",basic,conservative,"{""TXNX"": {""channels"": {""sms"": true, ""email"": true, ""push"": true, ""whatsapp"": true, ""in_app"": true}, ""digest_mode"": ""immediate""}, ""RISK"": {""channels"": {""sms"": true, ""email"": true, ""push"": false, ""whatsapp"": true, ""in_app"": false}, ""digest_mode"": ""immediate""}, ""SIPX"": {""channels"": {""sms"": true, ""email"": true, ""push"": false, ""whatsapp"": true, ""in_app"": false}, ""digest_mode"": ""daily""}, ""MKTX"": {""channels"": {""sms"": true, ""email"": true, ""push"": true, ""whatsapp"": false, ""in_app"": true}, ""digest_mode"": ""immediate""}, ""REGX"": {""channels"": {""sms"": true, ""email"": true, ""push"": false, ""whatsapp"": false, ""in_app"": false}, ""digest_mode"": ""immediate""}}",21:00,08:00,2025-10-22T00:00:00Z
user-3157,User 3157,+919000003156,user3157@test.in,hi,Asia/Kolkata,not_registered,,basic,moderate,"{""TXNX"": {""channels"": {""sms"": false, ""email"": true, ""push"": true, ""whatsapp"": false, ""in_app"": true}, ""digest_mode"": ""hourly""}, ""RISK"": {""channels"": {""sms"": true, ""email"": true, ""push"": false, ""whatsapp"": true, ""in_app"": true}, ""digest_mode"": ""daily""}, ""SIPX"": {""channels"": {""sms"": true, ""email"": true, ""push"": true, ""whatsapp"": false, ""in_app"": true}, ""digest_mode"": ""hourly""}, ""MKTX"": {""channels"": {""sms"": true, ""email"": true, ""push"": true, ""whatsapp"": false, ""in_app"": true}, ""digest_mode"": ""daily""}, ""REGX"": {""channels"": {""sms"": true, ""email"": true, ""push"": true, ""whatsapp"": true, ""in_app"": false}, ""digest_mode"": ""daily""}}",21:00,08:00,2025-05-07T00:00:00Z
user-3158,User 3158,+919000003157,user3158@test.in,hi,Asia/Kolkata,registered,"BANKING,FINANCIAL_PRODUCTS",basic,moderate,"{""TXNX"": {""channels"": {""sms"": false, ""email"": true, ""push"": true, ""whatsapp"": true, ""in_app"": true}, ""digest_mode"": ""hourly""}, ""RISK"": {""channels"": {""sms"": true, ""email"": true, ""push"": false, ""whatsapp"": true, ""in_app"": false}, ""digest_mode"": ""immediate""}, ""SIPX"": {""channels"": {""sms"": true, ""email"": true, ""push"": true, ""whatsapp"": true, ""in_app"": true}, ""digest_mode"": ""hourly""}, ""MKTX"": {""channels"": {""sms"": true, ""email"": true, ""push"": false, ""whatsapp"": false, ""in_app"": true}, ""digest_mode"": ""immediate""}, ""REGX"": {""channels"": {""sms"": true, ""email"": true, ""push"": true, ""whatsapp"": false, ""in_app"": true}, ""digest_mode"": ""immediate""}}",21:00,08:00,2025-11-14T00:00:00Z
user-3159,User 3159,+919000003158,user3159@test.in,en,Asia/Kolkata,not_registered,,basic,moderate,"{""TXNX"": {""channels"": {""sms"": true, ""email"": true, ""push"": false, ""whatsapp"": true, ""in_app"": true}, ""digest_mode"": ""hourly""}, ""RISK"": {""channels"": {""sms"": true, ""email"": true, ""push"": false, ""whatsapp"": true, ""in_app"": true}, ""digest_mode"": ""immediate""}, ""SIPX"": {""channels"": {""sms"": true, ""email"": true, ""push"": true, ""whatsapp"": true, ""in_app"": false}, ""digest_mode"": ""hourly""}, ""MKTX"": {""channels"": {""sms"": true, ""email"": true, ""push"": false, ""whatsapp"": false, ""in_app"": true}, ""digest_mode"": ""hourly""}, ""REGX"": {""channels"": {""sms"": false, ""email"": true, ""push"": false, ""whatsapp"": true, ""in_app"": true}, ""digest_mode"": ""hourly""}}",21:00,08:00,2024-09-19T00:00:00Z
user-3160,User 3160,+919000003159,user3160@test.in,en,Asia/Kolkata,not_registered,,basic,aggressive,"{""TXNX"": {""channels"": {""sms"": false, ""email"": true, ""push"": true, ""whatsapp"": true, ""in_app"": true}, ""digest_mode"": ""daily""}, ""RISK"": {""channels"": {""sms"": true, ""email"": false, ""push"": true, ""whatsapp"": false, ""in_app"": false}, ""digest_mode"": ""daily""}, ""SIPX"": {""channels"": {""sms"": true, ""email"": false, ""push"": false, ""whatsapp"": false, ""in_app"": false}, ""digest_mode"": ""hourly""}, ""MKTX"": {""channels"": {""sms"": true, ""email"": true, ""push"": false, ""whatsapp"": true, ""in_app"": true}, ""digest_mode"": ""hourly""}, ""REGX"": {""channels"": {""sms"": false, ""email"": false, ""push"": true, ""whatsapp"": true, ""in_app"": false}, ""digest_mode"": ""daily""}}",21:00,08:00,2025-06-11T00:00:00Z
user-3161,User 3161,+919000003160,user3161@test.in,mr,Asia/Kolkata,not_registered,,HNI,aggressive,"{""TXNX"": {""channels"": {""sms"": false, ""email"": true, ""push"": true, ""whatsapp"": false, ""in_app"": true}, ""digest_mode"": ""immediate""}, ""RISK"": {""channels"": {""sms"": false, ""email"": true, ""push"": true, ""whatsapp"": true, ""in_app"": true}, ""digest_mode"": ""immediate""}, ""SIPX"": {""channels"": {""sms"": true, ""email"": false, ""push"": false, ""whatsapp"": true, ""in_app"": true}, ""digest_mode"": ""hourly""}, ""MKTX"": {""channels"": {""sms"": true, ""email"": true, ""push"": false, ""whatsapp"": true, ""in_app"": true}, ""digest_mode"": ""hourly""}, ""REGX"": {""channels"": {""sms"": true, ""email"": true, ""push"": false, ""whatsapp"": true, ""in_app"": true}, ""digest_mode"": ""hourly""}}",21:00,08:00,2025-09-30T00:00:00Z
user-3162,User 3162,+919000003161,user3162@test.in,hi,Asia/Kolkata,registered,INSURANCE,HNI,aggressive,"{""TXNX"": {""channels"": {""sms"": false, ""email"": true, ""push"": true, ""whatsapp"": true, ""in_app"": true}, ""digest_mode"": ""immediate""}, ""RISK"": {""channels"": {""sms"": true, ""email"": true, ""push"": true, ""whatsapp"": true, ""in_app"": false}, ""digest_mode"": ""daily""}, ""SIPX"": {""channels"": {""sms"": true, ""email"": true, ""push"": true, ""whatsapp"": true, ""in_app"": true}, ""digest_mode"": ""immediate""}, ""MKTX"": {""channels"": {""sms"": true, ""email"": true, ""push"": true, ""whatsapp"": true, ""in_app"": true}, ""digest_mode"": ""daily""}, ""REGX"": {""channels"": {""sms"": true, ""email"": false, ""push"": true, ""whatsapp"": true, ""in_app"": true}, ""digest_mode"": ""immediate""}}",21:00,08:00,2024-11-26T00:00:00Z
user-3163,User 3163,+919000003162,user3163@test.in,te,Asia/Kolkata,not_registered,,basic,moderate,"{""TXNX"": {""channels"": {""sms"": false, ""email"": false, ""push"": false, ""whatsapp"": true, ""in_app"": true}, ""digest_mode"": ""daily""}, ""RISK"": {""channels"": {""sms"": true, ""email"": true, ""push"": true, ""whatsapp"": false, ""in_app"": true}, ""digest_mode"": ""hourly""}, ""SIPX"": {""channels"": {""sms"": false, ""email"": true, ""push"": true, ""whatsapp"": true, ""in_app"": true}, ""digest_mode"": ""immediate""}, ""MKTX"": {""channels"": {""sms"": true, ""email"": true, ""push"": true, ""whatsapp"": true, ""in_app"": true}, ""digest_mode"": ""hourly""}, ""REGX"": {""channels"": {""sms"": true, ""email"": false, ""push"": true, ""whatsapp"": true, ""in_app"": true}, ""digest_mode"": ""hourly""}}",21:00,08:00,2024-09-04T00:00:00Z
user-3164,User 3164,+919000003163,user3164@test.in,en,Asia/Kolkata,not_registered,,HNI,aggressive,"{""TXNX"": {""channels"": {""sms"": true, ""email"": true, ""push"": false, ""whatsapp"": true, ""in_app"": false}, ""digest_mode"": ""hourly""}, ""RISK"": {""channels"": {""sms"": true, ""email"": true, ""push"": true, ""whatsapp"": true, ""in_app"": true}, ""digest_mode"": ""immediate""}, ""SIPX"": {""channels"": {""sms"": false, ""email"": true, ""push"": true, ""whatsapp"": true, ""in_app"": true}, ""digest_mode"": ""immediate""}, ""MKTX"": {""channels"": {""sms"": true, ""email"": true, ""push"": false, ""whatsapp"": false, ""in_app"": true}, ""digest_mode"": ""immediate""}, ""REGX"": {""channels"": {""sms"": true, ""email"": true, ""push"": false, ""whatsapp"": true, ""in_app"": true}, ""digest_mode"": ""immediate""}}",21:00,08:00,2024-12-16T00:00:00Z
user-3165,User 3165,+919000003164,user3165@test.in,mr,Asia/Kolkata,not_registered,,basic,aggressive,"{""TXNX"": {""channels"": {""sms"": true, ""email"": true, ""push"": true, ""whatsapp"": false, ""in_app"": false}, ""digest_mode"": ""immediate""}, ""RISK"": {""channels"": {""sms"": false, ""email"": true, ""push"": true, ""whatsapp"": true, ""in_app"": true}, ""digest_mode"": ""daily""}, ""SIPX"": {""channels"": {""sms"": false, ""email"": true, ""push"": false, ""whatsapp"": true, ""in_app"": false}, ""digest_mode"": ""daily""}, ""MKTX"": {""channels"": {""sms"": true, ""email"": true, ""push"": true, ""whatsapp"": false, ""in_app"": true}, ""digest_mode"": ""hourly""}, ""REGX"": {""channels"": {""sms"": true, ""email"": true, ""push"": true, ""whatsapp"": false, ""in_app"": true}, ""digest_mode"": ""daily""}}",21:00,08:00,2024-02-02T00:00:00Z
user-3166,User 3166,+919000003165,user3166@test.in,en,Asia/Kolkata,not_registered,,HNI,moderate,"{""TXNX"": {""channels"": {""sms"": true, ""email"": true, ""push"": true, ""whatsapp"": true, ""in_app"": true}, ""digest_mode"": ""immediate""}, ""RISK"": {""channels"": {""sms"": true, ""email"": true, ""push"": true, ""whatsapp"": true, ""in_app"": true}, ""digest_mode"": ""hourly""}, ""SIPX"": {""channels"": {""sms"": true, ""email"": false, ""push"": false, ""whatsapp"": false, ""in_app"": false}, ""digest_mode"": ""immediate""}, ""MKTX"": {""channels"": {""sms"": false, ""email"": true, ""push"": true, ""whatsapp"": true, ""in_app"": false}, ""digest_mode"": ""daily""}, ""REGX"": {""channels"": {""sms"": true, ""email"": true, ""push"": false, ""whatsapp"": true, ""in_app"": true}, ""digest_mode"": ""immediate""}}",21:00,08:00,2025-04-28T00:00:00Z
user-3167,User 3167,+919000003166,user3167@test.in,mr,Asia/Kolkata,registered,INSURANCE,premium,conservative,"{""TXNX"": {""channels"": {""sms"": false, ""email"": false, ""push"": true, ""whatsapp"": true, ""in_app"": true}, ""digest_mode"": ""immediate""}, ""RISK"": {""channels"": {""sms"": true, ""email"": true, ""push"": false, ""whatsapp"": false, ""in_app"": true}, ""digest_mode"": ""daily""}, ""SIPX"": {""channels"": {""sms"": true, ""email"": false, ""push"": true, ""whatsapp"": true, ""in_app"": true}, ""digest_mode"": ""hourly""}, ""MKTX"": {""channels"": {""sms"": true, ""email"": false, ""push"": false, ""whatsapp"": true, ""in_app"": true}, ""digest_mode"": ""hourly""}, ""REGX"": {""channels"": {""sms"": true, ""email"": true, ""push"": true, ""whatsapp"": false, ""in_app"": true}, ""digest_mode"": ""immediate""}}",21:00,08:00,2025-11-10T00:00:00Z
user-3168,User 3168,+919000003167,user3168@test.in,te,Asia/Kolkata,not_registered,,premium,conservative,"{""TXNX"": {""channels"": {""sms"": false, ""email"": true, ""push"": false, ""whatsapp"": true, ""in_app"": true}, ""digest_mode"": ""daily""}, ""RISK"": {""channels"": {""sms"": false, ""email"": true, ""push"": true, ""whatsapp"": false, ""in_app"": true}, ""digest_mode"": ""hourly""}, ""SIPX"": {""channels"": {""sms"": false, ""email"": false, ""push"": true, ""whatsapp"": true, ""in_app"": true}, ""digest_mode"": ""daily""}, ""MKTX"": {""channels"": {""sms"": false, ""email"": true, ""push"": true, ""whatsapp"": true, ""in_app"": true}, ""digest_mode"": ""hourly""}, ""REGX"": {""channels"": {""sms"": false, ""email"": true, ""push"": true, ""whatsapp"": false, ""in_app"": true}, ""digest_mode"": ""immediate""}}",21:00,08:00,2024-05-26T00:00:00Z
user-3169,User 3169,+919000003168,user3169@test.in,hi,Asia/Kolkata,not_registered,,basic,aggressive,"{""TXNX"": {""channels"": {""sms"": false, ""email"": false, ""push"": false, ""whatsapp"": true, ""in_app"": true}, ""digest_mode"": ""immediate""}, ""RISK"": {""channels"": {""sms"": true, ""email"": true, ""push"": true, ""whatsapp"": true, ""in_app"": true}, ""digest_mode"": ""hourly""}, ""SIPX"": {""channels"": {""sms"": true, ""email"": true, ""push"": true, ""whatsapp"": true, ""in_app"": false}, ""digest_mode"": ""daily""}, ""MKTX"": {""channels"": {""sms"": true, ""email"": true, ""push"": false, ""whatsapp"": true, ""in_app"": true}, ""digest_mode"": ""hourly""}, ""REGX"": {""channels"": {""sms"": true, ""email"": false, ""push"": true, ""whatsapp"": true, ""in_app"": true}, ""digest_mode"": ""hourly""}}",21:00,08:00,2025-01-13T00:00:00Z
user-3170,User 3170,+919000003169,user3170@test.in,te,Asia/Kolkata,not_registered,,basic,aggressive,"{""TXNX"": {""channels"": {""sms"": true, ""email"": false, ""push"": true, ""whatsapp"": true, ""in_app"": true}, ""digest_mode"": ""hourly""}, ""RISK"": {""channels"": {""sms"": true, ""email"": false, ""push"": false, ""whatsapp"": false, ""in_app"": true}, ""digest_mode"": ""daily""}, ""SIPX"": {""channels"": {""sms"": false, ""email"": false, ""push"": true, ""whatsapp"": false, ""in_app"": true}, ""digest_mode"": ""hourly""}, ""MKTX"": {""channels"": {""sms"": true, ""email"": true, ""push"": true, ""whatsapp"": true, ""in_app"": true}, ""digest_mode"": ""daily""}, ""REGX"": {""channels"": {""sms"": true, ""email"": true, ""push"": true, ""whatsapp"": true, ""in_app"": true}, ""digest_mode"": ""immediate""}}",21:00,08:00,2024-11-16T00:00:00Z
user-3171,User 3171,+919000003170,user3171@test.in,en,Asia/Kolkata,not_registered,,premium,aggressive,"{""TXNX"": {""channels"": {""sms"": false, ""email"": true, ""push"": false, ""whatsapp"": true, ""in_app"": false}, ""digest_mode"": ""immediate""}, ""RISK"": {""channels"": {""sms"": true, ""email"": true, ""push"": true, ""whatsapp"": true, ""in_app"": true}, ""digest_mode"": ""immediate""}, ""SIPX"": {""channels"": {""sms"": true, ""email"": true, ""push"": true, ""whatsapp"": true, ""in_app"": false}, ""digest_mode"": ""hourly""}, ""MKTX"": {""channels"": {""sms"": true, ""email"": false, ""push"": false, ""whatsapp"": true, ""in_app"": true}, ""digest_mode"": ""daily""}, ""REGX"": {""channels"": {""sms"": true, ""email"": true, ""push"": false, ""whatsapp"": false, ""in_app"": true}, ""digest_mode"": ""immediate""}}",21:00,08:00,2025-05-13T00:00:00Z
user-3172,User 3172,+919000003171,user3172@test.in,mr,Asia/Kolkata,not_registered,,basic,moderate,"{""TXNX"": {""channels"": {""sms"": false, ""email"": true, ""push"": true, ""whatsapp"": true, ""in_app"": true}, ""digest_mode"": ""daily""}, ""RISK"": {""channels"": {""sms"": true, ""email"": true, ""push"": true, ""whatsapp"": false, ""in_app"": true}, ""digest_mode"": ""immediate""}, ""SIPX"": {""channels"": {""sms"": true, ""email"": true, ""push"": true, ""whatsapp"": false, ""in_app"": false}, ""digest_mode"": ""hourly""}, ""MKTX"": {""channels"": {""sms"": true, ""email"": true, ""push"": true, ""whatsapp"": true, ""in_app"": false}, ""digest_mode"": ""immediate""}, ""REGX"": {""channels"": {""sms"": true, ""email"": false, ""push"": true, ""whatsapp"": true, ""in_app"": true}, ""digest_mode"": ""hourly""}}",21:00,08:00,2024-07-15T00:00:00Z
